Pool Name,Risk (Exponential),Yield (30d APY),Pool URL (Exponential),Protocol name,Assets (tickers),Assets (names),Protocol,Assets
Hop USD Bridging,B,0.0787,https://exponential.fi/pools/48ae504e-e7ab-47e5-bfe3-982ca404368a,Hop,USDC,USD Coin (Optimism),https://www.notion.so/Hop-5d5b95b6d01f4142a38ec9b6e366e9ad,https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921
Hop USD Bridging,B,0.0607,https://exponential.fi/pools/7bc61cd8-4d33-405c-ad2c-0dc037a175ea,Hop,DAI,Dai Stablecoin (Optimism),https://www.notion.so/Hop-5d5b95b6d01f4142a38ec9b6e366e9ad,https://www.notion.so/Dai-Stablecoin-Optimism-e1f800b120b64918a14bd49e952e0b66
Idle USD Lending,B,0.0387,https://exponential.fi/pools/56fc7659-14f3-42e5-b6fa-ba99d16cad92,Idle,USDT,Tether USD (Ethereum),https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Idle USD Lending,B,0.0282,https://exponential.fi/pools/351c5aca-d6e3-4131-ab8b-7bcd14924a33,Idle,USDC,USD Coin (Ethereum),https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Idle ETH Lending,A,0.0235,https://exponential.fi/pools/670c7888-5ad4-4341-9103-809461bda571,Idle,ETH,Ether,https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Idle USD Lending,B,0.0203,https://exponential.fi/pools/fe5c63b4-3466-4b73-8fc0-fa4900c715d9,Idle,DAI,Dai Stablecoin,https://www.notion.so/Idle-a4567aed0b3d4d03b93d94b791240365,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
KyberSwap USD Market Making,C,0.1046,https://exponential.fi/pools/08327f99-7010-40e8-b4b7-f8fb64f47e0d,KyberSwap,"USDC,DAI","USD Coin (Optimism),Dai Stablecoin (Optimism)",https://www.notion.so/KyberSwap-afb9abc1379542e3875e4fe42ca7282e,"https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921, https://www.notion.so/Dai-Stablecoin-Optimism-e1f800b120b64918a14bd49e952e0b66"
KyberSwap USD Market Making,C,0.0905,https://exponential.fi/pools/8dcdae6e-71fe-4bd9-a894-529a17de1d15,KyberSwap,"USDT,USDC","Tether USD (Optimism),USD Coin (Optimism)",https://www.notion.so/KyberSwap-afb9abc1379542e3875e4fe42ca7282e,"https://www.notion.so/Tether-USD-Optimism-08cb52b8fff64906bdfbdec9b9ef41bb, https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921"
KyberSwap USD Market Making,C,0.0515,https://exponential.fi/pools/b5d1fff4-f86d-4975-af2e-e4217f4d9a37,KyberSwap,"USDC,USDT","USD Coin (PoS Polygon),Tether USD (PoS Polygon)",https://www.notion.so/KyberSwap-afb9abc1379542e3875e4fe42ca7282e,"https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0, https://www.notion.so/Tether-USD-PoS-Polygon-f7228cfada3b4c2b94e836181091cd7d"
KyberSwap USD Market Making,C,0.0396,https://exponential.fi/pools/51a60e09-6cce-470c-b35f-92ee5b53092b,KyberSwap,"DAI,USDC","Dai Stablecoin (PoS Polygon),USD Coin (PoS Polygon)",https://www.notion.so/KyberSwap-afb9abc1379542e3875e4fe42ca7282e,"https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0, https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0"
Morpho-Aave USD Lending,C,0.0328,https://exponential.fi/pools/7cfd9c0d-83bf-45e6-9be8-6445efd2a04f,Morpho-Aave,USDT,Tether USD (Ethereum),https://www.notion.so/Morpho-Aave-6a8e4c46d2d7470b9a8faab0d8e76525,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Morpho-Aave ETH Lending,B,0.0231,https://exponential.fi/pools/f38b15fb-e1fe-47ae-bc5e-8ce434f93ad3,Morpho-Aave,ETH,Ether,https://www.notion.so/Morpho-Aave-6a8e4c46d2d7470b9a8faab0d8e76525,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Morpho-Aave USD Lending,B,0.0211,https://exponential.fi/pools/cb414ab8-8469-4882-a754-fd183d32b37f,Morpho-Aave,USDC,USD Coin (Ethereum),https://www.notion.so/Morpho-Aave-6a8e4c46d2d7470b9a8faab0d8e76525,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Morpho-Aave USD Lending,B,0.016,https://exponential.fi/pools/01f23329-5d0f-4eac-85ce-45fb617b8dc9,Morpho-Aave,DAI,Dai Stablecoin,https://www.notion.so/Morpho-Aave-6a8e4c46d2d7470b9a8faab0d8e76525,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Morpho-Compound USD Lending,B,0.0281,https://exponential.fi/pools/a032dbfa-0977-4397-b742-86dd006c813c,Morpho-Compound,USDT,Tether USD (Ethereum),https://www.notion.so/Morpho-Compound-45cc036332be4af6b2030abbc6220445,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Morpho-Compound USD Lending,B,0.0217,https://exponential.fi/pools/c15472fc-a1cf-4914-80ef-fa222194b3c6,Morpho-Compound,USDC,USD Coin (Ethereum),https://www.notion.so/Morpho-Compound-45cc036332be4af6b2030abbc6220445,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Morpho-Compound USD Lending,B,0.0209,https://exponential.fi/pools/ccd97f8d-1656-4f80-8a27-6052d759d936,Morpho-Compound,DAI,Dai Stablecoin,https://www.notion.so/Morpho-Compound-45cc036332be4af6b2030abbc6220445,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Morpho-Compound ETH Lending,B,0.0014,https://exponential.fi/pools/113182f8-ce0f-45a3-aa8b-b0319b80baa3,Morpho-Compound,ETH,Ether,https://www.notion.so/Morpho-Compound-45cc036332be4af6b2030abbc6220445,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Notional USD Fixed Term Lending (3/23),B,0.038,https://exponential.fi/pools/cecdd0ef-f522-4ce9-a986-68af82017686,Notional,DAI,Dai Stablecoin,https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Notional USD Fixed Term Lending (6/21),B,0.0375,https://exponential.fi/pools/405e2c86-27db-4119-9c42-8f1e20c8f04f,Notional,USDC,USD Coin (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Notional USD Fixed Term Lending (3/23),B,0.0318,https://exponential.fi/pools/725f729a-6378-4a46-85a6-2ee6591bcaf2,Notional,USDC,USD Coin (Ethereum),https://www.notion.so/Notional-18814d1f35b142dd9c41d1a88fef756d,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Origin Dollar USD Yield,B,0.0409,https://exponential.fi/pools/9b345e4c-e6c6-4acb-84b9-fdc4b6cba4c8,Origin Dollar,OUSD,Origin Dollar,https://www.notion.so/Origin-Dollar-6ccc320395774edab8761ebacdcf1b40,https://www.notion.so/Origin-Dollar-41d59c66d1434b49913986f849bf6c7e
PancakeSwap ETH-USD Market Making,C,0.1391,https://exponential.fi/pools/a1ef7bf2-4407-465e-a578-dcc2d131bdf1,PancakeSwap,"ETH,USDT","Ether,Tether USD (Ethereum)",https://www.notion.so/PancakeSwap-32b4818edafc4001a72dc4c490abd625,"https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c"
Pancakeswap BNB-ETH Market Making,C,0.0488,https://exponential.fi/pools/2616b52f-c638-4c08-8dd3-c67286292e68,PancakeSwap,"ETH,BNB","Binance-Peg Ethereum Token,Binance Chain Native Token",https://www.notion.so/PancakeSwap-32b4818edafc4001a72dc4c490abd625,"https://www.notion.so/Binance-Peg-Ethereum-Token-c4f2f0c3ee58409799b6302c8153bb7a, https://www.notion.so/Binance-Chain-Native-Token-5419ec49379640fe889b03312dcdd939"
PancakeSwap BTC-ETH Market Making,B,0.0461,https://exponential.fi/pools/69c9fbde-5297-4834-a10d-e9826e470883,PancakeSwap,"WBTC,ETH","Wrapped BTC (Ethereum),Ether",https://www.notion.so/PancakeSwap-32b4818edafc4001a72dc4c490abd625,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/Ether-083c480c6565470385190396104819ad"
PancakeSwap USDC-BUSD Market Making,D,0.0031,https://exponential.fi/pools/df659321-e5c9-41e5-998f-6741caa7cb1b,PancakeSwap,"BUSD,USDC","Binance-Peg BUSD Token (BNB Chain),Binance-Peg USD Coin",https://www.notion.so/PancakeSwap-32b4818edafc4001a72dc4c490abd625,"https://www.notion.so/Binance-Peg-BUSD-Token-BNB-Chain-d166c7036d554bdb9ebc33f90e70baaf, https://www.notion.so/Binance-Peg-USD-Coin-5c2a708661b146ab9a669b22a3768461"
Pangolin AVAX-ETH Market Making,C,0.2089,https://exponential.fi/pools/c24e0fdb-3fce-408e-83e7-4f26ba2595ae,Pangolin,"WETH.e,AVAX","Wrapped Ether (Avalanche),Avalanche",https://www.notion.so/Pangolin-d2b5214a0c9c40608367b30c11103f01,"https://www.notion.so/Wrapped-Ether-Avalanche-01314a9ad0664ec8b31e8b5b6264387a, https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6"
Pendle ETH Principal Token (6/28),B,0.0466,https://exponential.fi/pools/cd7cf545-d758-48eb-a149-146c35971fd5,Pendle,stETH,Lido Staked ETH,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/Lido-Staked-ETH-bb04fee601b040d9864547d1a8676426
Platypus USD Market Making,C,0.0551,https://exponential.fi/pools/e0331dab-3556-4b84-ae42-fc0630263817,Platypus,"YUSD,USDC","YUSD Stablecoin,USD Coin (Native Avalanche)",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/YUSD-Stablecoin-0dfc595e01914ca285714f696913fd17, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
Platypus USD Market Making,D,0.0327,https://exponential.fi/pools/ab950944-e189-4e90-9130-288e01b42ef2,Platypus,"USDT.e,USDT,USDC,USDC,DAI","Tether USD (Avalanche),Tether Token (native Avalanche),USD Coin Avalanche Bridged,USD Coin (Native Avalanche),Dai Stablecoin (Avalanche)",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/Tether-USD-Avalanche-ab8398ee64df4afe90a3cbac6fc9859d, https://www.notion.so/Tether-Token-native-Avalanche-d26808b765454086a2951aa642fdbb01, https://www.notion.so/USD-Coin-Avalanche-Bridged-f53a8bb79e4d47c8be610da9aeeaef77, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379, https://www.notion.so/Dai-Stablecoin-Avalanche-50e5e95542d446328030694140989c60"
Platypus USD Market Making,C,0.0089,https://exponential.fi/pools/26fe65ce-82e6-46c6-9b9e-4cfbf0f76f9c,Platypus,"MIM,USDC","Magic Internet Money (Avalanche),USD Coin (Native Avalanche)",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/Magic-Internet-Money-Avalanche-bb660b5e4597477b9aeb938be4fd4a8d, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
Platypus USD Market Making,D,0.0064,https://exponential.fi/pools/2ab3bc3e-654d-4e67-b3ce-998c39516069,Platypus,"FRAX,USDC","Frax (Avalanche),USD Coin (Native Avalanche)",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/Frax-Avalanche-5dc03db5cfde477fb95e9c57e350b350, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
PoolTogether USD Lending,B,0.083,https://exponential.fi/pools/a355a3b0-f88b-4453-804a-812abb0fca26,PoolTogether,USDC,USD Coin (Optimism),https://www.notion.so/PoolTogether-a377e85203174b9eb0de75e284bcde7f,https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921
Radiant USD Lending,C,0.0351,https://exponential.fi/pools/e1499968-4dbd-4e0e-a5f7-a7e2b931b550,Radiant,DAI,Dai Stablecoin (Arbitrum),https://www.notion.so/Radiant-8869921aedbe4d0885a961e18a6921fe,https://www.notion.so/Dai-Stablecoin-Arbitrum-c638e30b113848fab176a063ab58e87e
Radiant USD Lending,C,0.0325,https://exponential.fi/pools/4a2c3e11-0b7e-48f0-841c-6fd2c12019af,Radiant,USDT,Tether USD (Arbitrum),https://www.notion.so/Radiant-8869921aedbe4d0885a961e18a6921fe,https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40
Radiant USD Lending,C,0.0266,https://exponential.fi/pools/cea019de-93e0-41f2-964e-8dce6272011d,Radiant,USDC,USD Coin (Arbitrum),https://www.notion.so/Radiant-8869921aedbe4d0885a961e18a6921fe,https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0
Radiant ETH Lending,C,0.0247,https://exponential.fi/pools/cb9cd456-434b-4004-b39a-d90a151fe36e,Radiant,WETH,WETH,https://www.notion.so/Radiant-8869921aedbe4d0885a961e18a6921fe,https://www.notion.so/WETH-ad6755dc09c042a5b18d5362f2b8258d
RageTrade USD Lending,C,0.0554,https://exponential.fi/pools/f882b81e-4251-42bd-9b10-447691839191,Rage Trade,USDC,USD Coin (Arbitrum),https://www.notion.so/Rage-Trade-37e74d19b45142fe863ea17863ee1e58,https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0
Raydium SOL-USD Market Making,C,0.2442,https://exponential.fi/pools/3c1a9f66-5889-4957-9e10-e7f535a7ff82,Raydium,"SOL,USDC","SOL,USD Coin (Native Solana)",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071, https://www.notion.so/USD-Coin-Native-Solana-b0430fe3f8d44468aae4d221c5f45bc0"
Raydium SOL-USD Market Making,C,0.177,https://exponential.fi/pools/94d61799-358e-41d9-b662-8b1ce4a1f437,Raydium,"SOL,USDT","SOL,Tether USD (Native Solana)",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071, https://www.notion.so/Tether-USD-Native-Solana-dc47a55d63dd4053a3258e2f32e0eec0"
Raydium SOL-USD Market Making,D,0.125,https://exponential.fi/pools/74112fca-613a-407a-8ae8-7ab69bc331f0,Raydium,"USDC,MSOL","USD Coin (Native Solana),Marinade Staked SOL",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/USD-Coin-Native-Solana-b0430fe3f8d44468aae4d221c5f45bc0, https://www.notion.so/Marinade-Staked-SOL-6ecf09ab275048909ecbe56c1264d1e4"
Raydium SOL-USD Market Making,C,0.1088,https://exponential.fi/pools/6375529b-4aaa-4118-884f-4782e6c1325a,Raydium,"stSOL,USDC","Lido Staked SOL,USD Coin (Native Solana)",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/Lido-Staked-SOL-268d03eb65e64fbb9e8a06fdecd1c58d, https://www.notion.so/USD-Coin-Native-Solana-b0430fe3f8d44468aae4d221c5f45bc0"
Raydium SOL-USD Market Making,C,0.1067,https://exponential.fi/pools/c1751883-1797-44fe-b787-a8a3cc0d118c,Raydium,"stSOL,USDT","Lido Staked SOL,Tether USD (Native Solana)",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/Lido-Staked-SOL-268d03eb65e64fbb9e8a06fdecd1c58d, https://www.notion.so/Tether-USD-Native-Solana-dc47a55d63dd4053a3258e2f32e0eec0"
Raydium SOL-ETH Market Making,D,0.0652,https://exponential.fi/pools/e1745f3e-6fc4-49ef-828d-0c51a0ef7480,Raydium,"ETH,SOL","Wrapped Ether (Wormhole Solana),SOL",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/Wrapped-Ether-Wormhole-Solana-0bc754927a4f4ccb9e8d3a96cf1db75d, https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071"
Raydium SOL-ETH Market Making,D,0.0358,https://exponential.fi/pools/ed0577b3-8cb4-4d82-a2c4-950d68e933c8,Raydium,"MSOL,ETH","Marinade Staked SOL,Wrapped Ether (Wormhole Solana)",https://www.notion.so/Raydium-8008a1767bcb4ff4a4a05bd38c705bd4,"https://www.notion.so/Marinade-Staked-SOL-6ecf09ab275048909ecbe56c1264d1e4, https://www.notion.so/Wrapped-Ether-Wormhole-Solana-0bc754927a4f4ccb9e8d3a96cf1db75d"
Solend USD Lending,C,0.0162,https://exponential.fi/pools/ec681b3d-a453-43d3-b456-3c905f1c8741,Solend,USDT,Tether USD (Native Solana),https://www.notion.so/Solend-57f22fbcfb0d42c7a190336266877bf6,https://www.notion.so/Tether-USD-Native-Solana-dc47a55d63dd4053a3258e2f32e0eec0
Solend USD Lending,C,0.01,https://exponential.fi/pools/c4e51f34-6f5d-420e-ae4c-60d84111fa77,Solend,USDC,USD Coin (Native Solana),https://www.notion.so/Solend-57f22fbcfb0d42c7a190336266877bf6,https://www.notion.so/USD-Coin-Native-Solana-b0430fe3f8d44468aae4d221c5f45bc0
Sonne USD Lending,C,0.0642,https://exponential.fi/pools/d4e00e25-357a-4eac-bd2d-ef4861091777,Sonne,sUSD,Synth USD (Optimism),https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Synth-USD-Optimism-012810cb4e0549f49efb1892a573afb3
StakeDAO FXS Staking,D,0.0486,https://exponential.fi/pools/ef47ef2a-d028-48f9-9f75-ec56c16fae20,Stake DAO,FXS,Frax Share (Ethereum),https://www.notion.so/Stake-DAO-540e96f6ad694a939f0832ad5ac3814c,https://www.notion.so/Frax-Share-Ethereum-92bf192a1b2c4c9b932dd9efe964f9c8
StakeDAO USD Lending,B,0.0451,https://exponential.fi/pools/9c5c392b-b922-4f5d-badf-83eed5d7f5b2,Stake DAO,USDC,USD Coin (Ethereum),https://www.notion.so/Stake-DAO-540e96f6ad694a939f0832ad5ac3814c,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Stargate USD Bridging,C,0.0625,https://exponential.fi/pools/48d60c66-b6e7-451c-b78a-ab4b2c550e29,Stargate,USDT.e,Tether USD (Avalanche),https://www.notion.so/Stargate-71f344117d1348799a10fac967c3004c,https://www.notion.so/Tether-USD-Avalanche-ab8398ee64df4afe90a3cbac6fc9859d
Stargate USD Bridging,C,0.0543,https://exponential.fi/pools/4c85d9f7-7e00-4bd2-9da3-ee7ebdca8c90,Stargate,USDT,Tether USD (Arbitrum),https://www.notion.so/Stargate-71f344117d1348799a10fac967c3004c,https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40
Stargate USD Bridging,C,0.0362,https://exponential.fi/pools/edcc8e52-6a81-40de-9ff7-1dc4e42a0e4d,Stargate,USDC,USD Coin (Fantom),https://www.notion.so/Stargate-71f344117d1348799a10fac967c3004c,https://www.notion.so/USD-Coin-Fantom-62a69620e38f465ab7b3fbb36d336b01
Stargate USD Bridging,C,0.0344,https://exponential.fi/pools/50a4160d-a65d-40fa-a5a4-bc9fd23f97f2,Stargate,BUSD,Binance-Peg BUSD Token (BNB Chain),https://www.notion.so/Stargate-71f344117d1348799a10fac967c3004c,https://www.notion.so/Binance-Peg-BUSD-Token-BNB-Chain-d166c7036d554bdb9ebc33f90e70baaf
Stargate USD Bridging,C,0.0327,https://exponential.fi/pools/cc6b667e-6f60-4cf5-922c-e32f07939c4b,Stargate,USDT,Tether USD (PoS Polygon),https://www.notion.so/Stargate-71f344117d1348799a10fac967c3004c,https://www.notion.so/Tether-USD-PoS-Polygon-f7228cfada3b4c2b94e836181091cd7d
Sturdy USD Lending,B,0.0794,https://exponential.fi/pools/0b7f841d-b9a6-4a5c-b5cc-027dafcce029,Sturdy,DAI,Dai Stablecoin,https://www.notion.so/Sturdy-15df5cf5265f423d8ebf083a104a24f8,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Sturdy USD Lending,B,0.0584,https://exponential.fi/pools/6d505589-950d-4d10-a189-cb93bfe63c67,Sturdy,USDT,Tether USD (Ethereum),https://www.notion.so/Sturdy-15df5cf5265f423d8ebf083a104a24f8,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Tokemak USD Market Making,B,0.0422,https://exponential.fi/pools/46404005-b5e5-4eec-8ce0-f12b408c92e6,Tokemak,USDC,USD Coin (Ethereum),https://www.notion.so/Tokemak-a921d0822b2a4ca4b14c42e4a160bca1,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Tokemak USD Market Making,D,0.041,https://exponential.fi/pools/46ac6146-d2fc-46c9-b4bf-8cc0b104c859,Tokemak,FRAX,Frax (Ethereum),https://www.notion.so/Tokemak-a921d0822b2a4ca4b14c42e4a160bca1,https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da
Tokemak USD Market Making,B,0.0084,https://exponential.fi/pools/9328c9f0-2916-43ea-b190-4022999b8b43,Tokemak,DAI,Dai Stablecoin,https://www.notion.so/Tokemak-a921d0822b2a4ca4b14c42e4a160bca1,https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364
Tokemak USD Market Making,C,0,https://exponential.fi/pools/92428274-dd27-4193-97f7-f82d93b29edf,Tokemak,alUSD,Alchemix USD (Ethereum),https://www.notion.so/Tokemak-a921d0822b2a4ca4b14c42e4a160bca1,https://www.notion.so/Alchemix-USD-Ethereum-d702827593794825911bb10070422839
Trader Joe USD Market Making,B,0.0332,https://exponential.fi/pools/99a3d488-c973-4fa2-8b2f-4f47ed09b54d,Trader Joe,"USDC,USDC","USD Coin Avalanche Bridged,USD Coin (Native Avalanche)",https://www.notion.so/Trader-Joe-46defacf2d934594842bbb52d75bb6b9,"https://www.notion.so/USD-Coin-Avalanche-Bridged-f53a8bb79e4d47c8be610da9aeeaef77, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
Trader Joe Fee Sharing,B,0.027,https://exponential.fi/pools/084df1e7-8ce0-4154-a00d-2d50a73b2938,Trader Joe,JOE,Joe Token,https://www.notion.so/Trader-Joe-46defacf2d934594842bbb52d75bb6b9,https://www.notion.so/Joe-Token-fc8d954262144bd1aeb4eb9b9bb21d8f
Trader Joe USD Market Making,C,0.0125,https://exponential.fi/pools/eab190cf-6c5e-48ea-ac28-308de5bd9f92,Trader Joe,"USDT,USDT.e","Tether Token (native Avalanche),Tether USD (Avalanche)",https://www.notion.so/Trader-Joe-46defacf2d934594842bbb52d75bb6b9,"https://www.notion.so/Tether-Token-native-Avalanche-d26808b765454086a2951aa642fdbb01, https://www.notion.so/Tether-USD-Avalanche-ab8398ee64df4afe90a3cbac6fc9859d"
Trader Joe V2 USD Market Making,C,0.0356,https://exponential.fi/pools/69d450cb-aa76-4483-9522-a018b8b1eb85,Trader Joe V2,"USDC,USDC","USD Coin Avalanche Bridged,USD Coin (Native Avalanche)",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/USD-Coin-Avalanche-Bridged-f53a8bb79e4d47c8be610da9aeeaef77, https://www.notion.so/USD-Coin-Native-Avalanche-505faddf33824d36b069fd787d2dc379"
TrueFi USD Lending,C,0,https://exponential.fi/pools/2ee15fb3-2022-4d41-96bb-237b61cfde89,TrueFi,BUSD,Binance USD (Ethereum),https://www.notion.so/TrueFi-d89e20a5381b49cebf59624467bdc885,https://www.notion.so/Binance-USD-Ethereum-ec0255ecb8b84985bafeaaf4b1a8e032
TrueFi USD Lending,C,0,https://exponential.fi/pools/5458aa52-bf7e-4c74-866d-4054ade3dd66,TrueFi,USDT,Tether USD (Ethereum),https://www.notion.so/TrueFi-d89e20a5381b49cebf59624467bdc885,https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c
Uniswap ETH-USD Market Making 30bp,A,0.184,https://exponential.fi/pools/2086b58a-877b-4093-ab97-439d51b2c35f,Uniswap v3,"USDC,ETH","USD Coin (Ethereum),Ether",https://www.notion.so/Uniswap-v3-5461faaf7fc343298b466a6ee71b9ff2,"https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Ether-083c480c6565470385190396104819ad"
UwU SIFU Lending,F,0.0011,https://exponential.fi/pools/5b6e91d0-4269-43d7-bed0-239c9ffc40ea,UwU,SIFU,Sifu Vision,https://www.notion.so/UwU-e8fa61687ac4482abdfb8ec5563a7dd4,https://www.notion.so/Sifu-Vision-f4065f72fcb94641956d1b22215f3e8a
Venus USD Lending,B,0.0446,https://exponential.fi/pools/434864b7-8e70-438e-86d1-74d74d508c3d,Venus,USDC,USD Coin,https://www.notion.so/Venus-b48c2547706540748aeed226df0b13d3,https://www.notion.so/USD-Coin-99cb8d868e2745c5b0f32d7a673f6919
Venus USD Lending,C,0.0431,https://exponential.fi/pools/e0fcfceb-68bc-454b-b686-ccd4b3e044fb,Venus,USDT,Binance-Peg BSC-USD,https://www.notion.so/Venus-b48c2547706540748aeed226df0b13d3,https://www.notion.so/Binance-Peg-BSC-USD-751e42f80a8d4f0181e6eccb259e6bd5
Venus USD Lending,C,0.0411,https://exponential.fi/pools/d2d32c42-d777-4024-8936-771cd5398c2f,Venus,BUSD,Binance-Peg BUSD Token (BNB Chain),https://www.notion.so/Venus-b48c2547706540748aeed226df0b13d3,https://www.notion.so/Binance-Peg-BUSD-Token-BNB-Chain-d166c7036d554bdb9ebc33f90e70baaf
Venus ETH Lending,C,0.0084,https://exponential.fi/pools/7494291f-974b-4e7f-89a6-fb41f76dd34c,Venus,ETH,Binance-Peg Ethereum Token,https://www.notion.so/Venus-b48c2547706540748aeed226df0b13d3,https://www.notion.so/Binance-Peg-Ethereum-Token-c4f2f0c3ee58409799b6302c8153bb7a
Wombat USD Market Making,C,0.0044,https://exponential.fi/pools/18150faf-2843-4a73-9670-3cfe515dc693,Wombat,HAY,Hay,https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Hay-6a21c741431b4b1da15c04180e06dc3f
Wombat USD Market Making,C,0.0023,https://exponential.fi/pools/b6a92b36-0afd-457b-a15a-cfe47d3c4bd2,Wombat,USDC,Binance-Peg USD Coin,https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Binance-Peg-USD-Coin-5c2a708661b146ab9a669b22a3768461
Wombat USD Market Making,C,0.0022,https://exponential.fi/pools/183e44b3-917b-40d7-9325-65ccc96c6e5a,Wombat,USDT,Binance-Peg BSC-USD,https://www.notion.so/Wombat-6160f2f314d2458d8936f8e7197d1246,https://www.notion.so/Binance-Peg-BSC-USD-751e42f80a8d4f0181e6eccb259e6bd5
