Pool Name,Risk (Exponential),Yield (30d APY),Pool URL (Exponential),Protocol name,Assets (tickers),Assets (names),Protocol,Assets
Lido SOL Staking,A,0.0645,https://exponential.fi/pools/f511f507-3890-46b3-a2ac-7e7c0101f7a4,Lido,SOL,SOL,https://www.notion.so/Lido-798d6b54fe37419ba77ad8184aa58865,https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071
Lido MATIC Staking,A,0.063,https://exponential.fi/pools/f91af6b6-c159-4f43-af51-7e91fc496777,Lido,MATIC,MATIC,https://www.notion.so/Lido-798d6b54fe37419ba77ad8184aa58865,https://www.notion.so/MATIC-e22993a7275f4e0788241f86bba81d15
Marinade SOL Staking,B,0.0611,https://exponential.fi/pools/c7d3f50b-fcf5-463e-a386-63cf9d4d5197,Marinade,SOL,SOL,https://www.notion.so/Marinade-f6b86e34e4284e68ad36076f23bff432,https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071
Stader BNB Staking,B,0.0585,https://exponential.fi/pools/ba4052e6-828c-47c7-9e18-78e45d7a938a,Stader (BNBx),BNB,Binance Chain Native Token,https://www.notion.so/Stader-BNBx-2034e1704466475ea53c94bff9349860,https://www.notion.so/Binance-Chain-Native-Token-5419ec49379640fe889b03312dcdd939
Stader MATIC Staking,B,0.0569,https://exponential.fi/pools/28e4c317-2ec1-4c06-a506-40a6f418097c,Stader (MaticX),MATIC,Matic Token (Ethereum),https://www.notion.so/Stader-MaticX-3ed0759a38fa4dcab062c03ca69a52dd,https://www.notion.so/Matic-Token-Ethereum-01baf2451bba47309baf4cdb5b19415f
Stader FTM Staking,B,0.0469,https://exponential.fi/pools/39710c0d-bf6d-443c-a6bf-9721f695ac65,Stader sFTMX,FTM,Fantom,https://www.notion.so/Stader-sFTMX-2ecf3fdea68c4601997f7fe2451e3a02,https://www.notion.so/Fantom-099074c6a5e846a19c2911ffb4209fd4
Pangolin AVAX Market Making,B,0.026,https://exponential.fi/pools/790c557a-2fa7-41d7-a288-f5534b2d92b9,Pangolin,"sAVAX,AVAX","Benqi Liquid Staked AVAX,Avalanche",https://www.notion.so/Pangolin-d2b5214a0c9c40608367b30c11103f01,"https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7, https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6"
Platypus AVAX Market Making,C,0.0215,https://exponential.fi/pools/936b97e4-cf24-4626-8f58-17098e740426,Platypus,"AVAX,sAVAX","Avalanche,Benqi Liquid Staked AVAX",https://www.notion.so/Platypus-f5ec2e56f5054ad2b085f4f148fb2bce,"https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6, https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7"
Aave AVAX Lending,A,0.0152,https://exponential.fi/pools/3868408a-ed7f-4c70-85ef-6ca007b449da,Aave V3,AVAX,Avalanche,https://www.notion.so/Aave-V3-3afbaf6e6d854b649ca8e999ed803e91,https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6
Aave sAVAX Lending,B,0.0048,https://exponential.fi/pools/4a164159-60a1-4600-99e8-bb1ad0f1ebc1,Aave V3,sAVAX,Benqi Liquid Staked AVAX,https://www.notion.so/Aave-V3-3afbaf6e6d854b649ca8e999ed803e91,https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7
Saber SOL Market Making,B,0.0023,https://exponential.fi/pools/4067dfdc-d602-46a8-b2d0-8f8789fd5aa6,Saber,"SOL,stSOL","SOL,Lido Staked SOL",https://www.notion.so/Saber-6e1a779f092f48cea12c280fefadf5b5,"https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071, https://www.notion.so/Lido-Staked-SOL-268d03eb65e64fbb9e8a06fdecd1c58d"
Solend SOL Lending,C,0.0013,https://exponential.fi/pools/9c7a48b0-53d4-4ca5-9b78-589f8e0ee195,Solend,stSOL,Lido Staked SOL,https://www.notion.so/Solend-57f22fbcfb0d42c7a190336266877bf6,https://www.notion.so/Lido-Staked-SOL-268d03eb65e64fbb9e8a06fdecd1c58d
Quarry SOL Market Making,C,0.0003,https://exponential.fi/pools/dddfaf34-108f-4e74-ba20-e1e26ddceea5,Quarry,"MSOL,SOL","Marinade Staked SOL,SOL",https://www.notion.so/Quarry-ba161dae7d5b4dfc8c52c3bd64f40952,"https://www.notion.so/Marinade-Staked-SOL-6ecf09ab275048909ecbe56c1264d1e4, https://www.notion.so/SOL-f8685a5af633437a90071cab4c6cf071"
Pendle APE Yield Token (6/28),C,2.8415,https://exponential.fi/pools/6df01240-7f52-483f-9768-454ef56615e7,Pendle,APE,APE Coin,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/APE-Coin-2d54301bde2e4d51b48eb953a444396d
Pendle APE Market Making (6/28),C,1.9962,https://exponential.fi/pools/8657eb9f-3624-4c8b-a584-02bf8a354c9e,Pendle,APE,APE Coin,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/APE-Coin-2d54301bde2e4d51b48eb953a444396d
Pendle APE Principal Token (6/28),C,1.3578,https://exponential.fi/pools/123bb93a-5fab-4c82-bd72-5e35b7a15874,Pendle,APE,APE Coin,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/APE-Coin-2d54301bde2e4d51b48eb953a444396d
Pendle LOOKS Yield Token (3/29),C,0.7635,https://exponential.fi/pools/400b7588-4373-4cd3-b73c-afe74b407825,Pendle,LOOKS,LooksRare Token,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/LooksRare-Token-e9ade4c5dc054c268d633fefa6911676
Llama Airforce BAL Staking,C,0.729,https://exponential.fi/pools/5ba2b63d-8095-4522-8d95-430adf1a8622,Llama Airforce,BAL,Balancer (Ethereum),https://www.notion.so/Llama-Airforce-27e8eda2938146c1993640375ecdc72f,https://www.notion.so/Balancer-Ethereum-c546798aa5e749eab74dd89382964601
Yearn CRV Staking,B,0.4597,https://exponential.fi/pools/26d90b37-5eb9-43f1-8911-4f812ef4c8fc,Yearn,CRV,Curve DAO Token (Ethereum),https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,https://www.notion.so/Curve-DAO-Token-Ethereum-df950fa87eb44d85b26c1a0d26991e3f
Redacted BTRFLY Fee Sharing,B,0.3931,https://exponential.fi/pools/7453ebc6-12a0-4c55-a6e8-99c381505aa1,Redacted Cartel,BTRFLY,BTRFLY,https://www.notion.so/Redacted-Cartel-b2f019fe79884268aa63b8c993f1e1bc,https://www.notion.so/BTRFLY-8d1f71a4e25449168bee55b86f233084
Pendle LOOKS Market Making (3/29),C,0.3843,https://exponential.fi/pools/416ca116-4046-442c-9ef2-495ba59ea934,Pendle,LOOKS,LooksRare Token,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/LooksRare-Token-e9ade4c5dc054c268d633fefa6911676
Mycelium MYC Fee Sharing,C,0.3683,https://exponential.fi/pools/6aed8ee2-5192-4559-bc8c-accc99803dc2,Mycelium Perpetual Pools,MYC,Mycelium,https://www.notion.so/Mycelium-Perpetual-Pools-a00722f98fa84b2cabc4e6f1b56be210,https://www.notion.so/Mycelium-04cb864ee5894fe482c5dda8f70d0e2b
Llama Airforce CVX Fee Sharing,D,0.3036,https://exponential.fi/pools/2c1f7f9c-99db-4e11-8cc5-c51e7e62efec,Llama Airforce,CVX,Convex Token,https://www.notion.so/Llama-Airforce-27e8eda2938146c1993640375ecdc72f,https://www.notion.so/Convex-Token-8d2304008b3849e3b50a1616890ccb2d
Llama Airforce CRV Fee Sharing,C,0.2245,https://exponential.fi/pools/916af069-82fb-4444-8ffb-247e4271d030,Llama Airforce,CRV,Curve DAO Token (Ethereum),https://www.notion.so/Llama-Airforce-27e8eda2938146c1993640375ecdc72f,https://www.notion.so/Curve-DAO-Token-Ethereum-df950fa87eb44d85b26c1a0d26991e3f
LooksRare Fee Sharing,C,0.2126,https://exponential.fi/pools/e0279ae1-e99b-44f6-a1bf-562e99570df3,LooksRare,LOOKS,LooksRare Token,https://www.notion.so/LooksRare-bc6fb8507a9741fbbfb49df13846fb8a,https://www.notion.so/LooksRare-Token-e9ade4c5dc054c268d633fefa6911676
StakeDAO CRV Staking,B,0.2071,https://exponential.fi/pools/94b1bdba-3920-46e1-8a13-3afdfb55dc9c,Stake DAO,CRV,Curve DAO Token (Ethereum),https://www.notion.so/Stake-DAO-540e96f6ad694a939f0832ad5ac3814c,https://www.notion.so/Curve-DAO-Token-Ethereum-df950fa87eb44d85b26c1a0d26991e3f
Pendle LOOKS Principal Token (3/29),C,0.2016,https://exponential.fi/pools/dfc9b460-be88-435c-b53f-f0200fa0f4b4,Pendle,LOOKS,LooksRare Token,https://www.notion.so/Pendle-7cd317bcbc3943d0ab51853f9a8f048e,https://www.notion.so/LooksRare-Token-e9ade4c5dc054c268d633fefa6911676
BendDAO Fee Sharing,C,0.2012,https://exponential.fi/pools/0e251288-7cd1-42ff-8fcd-a4681047c904,BendDAO,BEND,Bend Token,https://www.notion.so/BendDAO-03c1731cfaba45b8bda422c0e5a65385,https://www.notion.so/Bend-Token-8e91dcd16323418fa65ad18537e0fd5e
Sommelier MATIC Portfolio,C,0.1844,https://exponential.fi/pools/0a6abcc5-378a-4ec0-926d-6da7c1d3aac9,Sommelier,"MATIC,USDC","Matic Token (Ethereum),USD Coin (Ethereum)",https://www.notion.so/Sommelier-78ae2dc1e51d4e8aad48a1f33b17d072,"https://www.notion.so/Matic-Token-Ethereum-01baf2451bba47309baf4cdb5b19415f, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
Sonne SNX Lending,C,0.1708,https://exponential.fi/pools/d40e82e0-bfb1-4db0-8d34-59205b3667f0,Sonne,SNX,Synthetix Network Token,https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Synthetix-Network-Token-1cc2fd09143e432b8c5abeec08b5d09b
KyberSwap MATIC Market Making,C,0.1558,https://exponential.fi/pools/1dc7f2fb-9d30-4fc0-bffc-78553d25fdbb,KyberSwap,"MATICX,stMATIC","Stader MaticX (Polygon),Lido Staked MATIC (Polygon)",https://www.notion.so/KyberSwap-afb9abc1379542e3875e4fe42ca7282e,"https://www.notion.so/Stader-MaticX-Polygon-860e0182ce9940f88874784cc27f3b99, https://www.notion.so/Lido-Staked-MATIC-Polygon-6d4bdaf5af1445acb09b530ceccc2779"
Yearn CRV Market Making,C,0.1524,https://exponential.fi/pools/b338c6cf-757f-4277-9cf4-5298e499f674,Yearn,"CRV,cvxCRV","Curve DAO Token (Ethereum),Convex CRV",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Curve-DAO-Token-Ethereum-df950fa87eb44d85b26c1a0d26991e3f, https://www.notion.so/Convex-CRV-64f033ae25b04a36bac341af2556a959"
Llama Airforce FXS Fee Sharing,F,0.1375,https://exponential.fi/pools/ffcd65a1-5d3a-4f6e-b93c-93b9b3190c85,Llama Airforce,"FXS,FRAX","Frax Share (Ethereum),Frax (Ethereum)",https://www.notion.so/Llama-Airforce-27e8eda2938146c1993640375ecdc72f,"https://www.notion.so/Frax-Share-Ethereum-92bf192a1b2c4c9b932dd9efe964f9c8, https://www.notion.so/Frax-Ethereum-2c39cf8d821b4fefa9002a21a6b856da"
WOOFi OP Staking,D,0.1178,https://exponential.fi/pools/afe9ea8c-f7f0-4484-9eeb-026dd962dc4f,WOOFi Earn,OP,Optimism,https://www.notion.so/WOOFi-Earn-815a7eaa17c149389068eb6b502c5412,https://www.notion.so/Optimism-5af2ff956ea14d0bbf162c6c1199d7f2
Sonne OP Lending,C,0.1151,https://exponential.fi/pools/7becabf4-23e1-4fbe-9f92-3f980825d11e,Sonne,OP,Optimism,https://www.notion.so/Sonne-6977324d67ea47b7bd579b99b7793ddd,https://www.notion.so/Optimism-5af2ff956ea14d0bbf162c6c1199d7f2
WOOFi AVAX Staking,D,0.1028,https://exponential.fi/pools/ffcef60b-9a59-4b49-b827-fe8eb211151e,WOOFi Earn,AVAX,Avalanche,https://www.notion.so/WOOFi-Earn-815a7eaa17c149389068eb6b502c5412,https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6
Benqi AVAX Staking,B,0.0788,https://exponential.fi/pools/07e8bc10-2cdb-4ece-8a46-b9e26cd53a2d,Benqi Liquid Staking,AVAX,Avalanche,https://www.notion.so/Benqi-Liquid-Staking-9edf8ffc585047ac945f452e9e10dbc5,https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6
Trader Joe V2 AVAX Market Making,C,0.0749,https://exponential.fi/pools/67488720-a537-4cfb-bdd3-2624d2c3aea2,Trader Joe V2,sAVAX,"Wrapped AVAX,Benqi Liquid Staked AVAX",https://www.notion.so/Trader-Joe-V2-252a48f4c2d14aa494e36ae3686f6b9a,"https://www.notion.so/Wrapped-AVAX-be647ae5ddb54d3a9ebeac4c8c705cdc, https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7"
Olympus OHM Fee Sharing,D,0.0732,https://exponential.fi/pools/041e1455-26b8-48a6-b256-57cac37e8a7f,Olympus,OHM,Olympus,https://www.notion.so/Olympus-89a02bade4774d6583c1104225893403,https://www.notion.so/Olympus-a6458fd8eaaa48f6a7726c10f27477d6
Gains GNS Staking,C,0.0686,https://exponential.fi/pools/6ec10157-2ec6-4349-b0bf-6c15a0efce83,Gains Network,GNS,Gains Network,https://www.notion.so/Gains-Network-62ababe752b640adb8ff29912cded3b5,https://www.notion.so/Gains-Network-2fda28ad67e648ae9b6add06006b23a5
Dopex DPX Monthly Calls,B,46.7695,https://exponential.fi/pools/764c37f9-0a08-46ab-bedd-4f4b58410e8a,Dopex,DPX,Dopex Governance Token,https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,https://www.notion.so/Dopex-Governance-Token-5f7d487165b1425bbe72ee941c74ab0d
Dopex ETH Weekly Puts,C,1.4836,https://exponential.fi/pools/3ef3d8cb-9841-43a0-a0f3-34fc6423ccb1,Dopex,"USDC,USDT","USD Coin (Ethereum),Tether USD (Ethereum)",https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,"https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c"
Dopex ETH Short Straddle,C,1.9845,https://exponential.fi/pools/eaa7be18-6047-451d-94fd-072f173ec207,Dopex,USDC,USD Coin (Arbitrum),https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0
Ribbon AVAX Calls,C,1.1608,https://exponential.fi/pools/a148a919-d78c-463e-9240-f4cb21748ea9,Ribbon,sAVAX,Benqi Liquid Staked AVAX,https://www.notion.so/Ribbon-424e629c82704dd394518bda189fb634,https://www.notion.so/Benqi-Liquid-Staked-AVAX-6576b2eaa3004735bedd7994d8c4c2c7
Dopex rDPX Monthly Calls,B,0.3877,https://exponential.fi/pools/e21f9cc1-6b5f-4af3-829c-8ee68a24cb60,Dopex,rDPX,Dopex Rebate Token,https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,https://www.notion.so/Dopex-Rebate-Token-7de6d60061104d56b50313841d60fa72
Lyra BTC Options Market Making,B,0.4877,https://exponential.fi/pools/9459f754-5591-46c9-8f4a-87d27c6614a9,Lyra,sUSD,Synth USD (Optimism),https://www.notion.so/Lyra-ad6c9190fdae461298942f1455cd656e,https://www.notion.so/Synth-USD-Optimism-012810cb4e0549f49efb1892a573afb3
Lyra ETH Options Market Making,B,0.5347,https://exponential.fi/pools/66bafdad-71ff-40af-8ee0-f8c085e58683,Lyra,sUSD,Synth USD (Optimism),https://www.notion.so/Lyra-ad6c9190fdae461298942f1455cd656e,https://www.notion.so/Synth-USD-Optimism-012810cb4e0549f49efb1892a573afb3
Ribbon AVAX Calls,B,0.1851,https://exponential.fi/pools/aecaa7a6-5b0f-4f66-96e9-37f6fc2b67e2,Ribbon,AVAX,Avalanche,https://www.notion.so/Ribbon-424e629c82704dd394518bda189fb634,https://www.notion.so/Avalanche-1d59b00278c640f6871ccb48942099a6
Dopex ETH Weekly Calls,C,0.1004,https://exponential.fi/pools/2f3b3419-cfbd-4133-ace8-272747965fd1,Dopex,ETH,Ether (Arbitrum),https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6
Dopex ETH Calls,C,0.0942,https://exponential.fi/pools/a5dfa191-ecd1-4526-979a-af947ae2ebae,Dopex,ETH,Ether (Arbitrum),https://www.notion.so/Dopex-7436cbba48d24c5ab0084651a4227c8e,https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6
Ribbon ETH Puts,B,0.0648,https://exponential.fi/pools/c138184a-516b-4881-89f6-14f3c66a297b,Ribbon,USDC,USD Coin (Ethereum),https://www.notion.so/Ribbon-424e629c82704dd394518bda189fb634,https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316
Jones Dao ETH Calls,D,0.0597,https://exponential.fi/pools/a632e103-9e4c-472d-85cc-88c919c59f46,Jones DAO,ETH,Ether (Arbitrum),https://www.notion.so/Jones-DAO-731810d5e0104a5db16f6a272ad970e6,https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6
Ribbon ETH Calls,B,0.0555,https://exponential.fi/pools/08b8bf34-e428-49af-84b1-67c116448280,Ribbon,ETH,Ether,https://www.notion.so/Ribbon-424e629c82704dd394518bda189fb634,https://www.notion.so/Ether-083c480c6565470385190396104819ad
Clipper Tricrypto-LINK-OP Market Making,C,0.5029,https://exponential.fi/pools/43a73e3e-100c-45c3-b0d7-641ea7f60e70,Clipper,"USDT,USDC,ETH,WBTC,OP","ChainLink (Optimism),Tether USD (Optimism),USD Coin (Optimism),Ether (Optimism),Wrapped BTC (Optimism),Optimism",https://www.notion.so/Clipper-3a833af08e3f4193b30b9e0b4ae42ce8,"https://www.notion.so/ChainLink-Optimism-7b127b770bf04751b9ae82907257fae0, https://www.notion.so/Tether-USD-Optimism-08cb52b8fff64906bdfbdec9b9ef41bb, https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921, https://www.notion.so/Ether-Optimism-e704056a8b8341b6a94d3209204900e5, https://www.notion.so/Wrapped-BTC-Optimism-d62e75786298497b88bf31e19e771af2, https://www.notion.so/Optimism-5af2ff956ea14d0bbf162c6c1199d7f2"
Clipper Tricrypto-MATIC Market Making,C,0.4014,https://exponential.fi/pools/7a1d3f67-311c-47f1-bb0a-f0fd094c96b8,Clipper,"DAI,USDC,ETH,USDT,WBTC,MATIC","Dai Stablecoin (PoS Polygon),USD Coin (PoS Polygon),Wrapped Ether (PoS Polygon),Tether USD (PoS Polygon),Wrapped BTC (PoS Polygon),MATIC",https://www.notion.so/Clipper-3a833af08e3f4193b30b9e0b4ae42ce8,"https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0, https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0, https://www.notion.so/Wrapped-Ether-PoS-Polygon-63f36aeca52a416a8f7a6534435bc69f, https://www.notion.so/Tether-USD-PoS-Polygon-f7228cfada3b4c2b94e836181091cd7d, https://www.notion.so/Wrapped-BTC-PoS-Polygon-414791a3d66e44ddaa1d9e633b4e3d59, https://www.notion.so/MATIC-e22993a7275f4e0788241f86bba81d15"
Clipper Tricrypto Market Making,C,0.2854,https://exponential.fi/pools/00484043-e290-41aa-97f8-6b3b67fbf0d9,Clipper,"WBTC,ETH,USDT,USDC,DAI","Wrapped BTC (Ethereum),Ether,Tether USD (Ethereum),USD Coin (Ethereum),Dai Stablecoin",https://www.notion.so/Clipper-3a833af08e3f4193b30b9e0b4ae42ce8,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316, https://www.notion.so/Dai-Stablecoin-376edb1ce3d942088af5c5ce4c802364"
Beefy Tricrypto Market Making,C,0.1572,https://exponential.fi/pools/47b552b9-755d-4b2f-80fb-de2dda6fd0cb,Beefy,"USDT,ETH,WBTC","Tether USD (Arbitrum),Ether (Arbitrum),Wrapped BTC (Arbitrum)",https://www.notion.so/Beefy-20c692aec6c340fdb06932e2147569e4,"https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40, https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6, https://www.notion.so/Wrapped-BTC-Arbitrum-3a94e1991a23447b88e7e5188f75742f"
Balancer Tricrypto Market Making,B,0.1289,https://exponential.fi/pools/74ac0768-29c4-4451-89cd-69d5c213b3ea,Balancer,"WBTC,ETH,USDC","Wrapped BTC (Arbitrum),Ether (Arbitrum),USD Coin (Arbitrum)",https://www.notion.so/Balancer-84f749d54eef479fb6da9bfbc4aca07e,"https://www.notion.so/Wrapped-BTC-Arbitrum-3a94e1991a23447b88e7e5188f75742f, https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6, https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0"
Beefy Tricrypto Market Making,C,0.1213,https://exponential.fi/pools/bf47debd-1606-49c7-9c89-b04e7dd65298,Beefy,"WBTC,WETH,USDC,ETH","Wrapped BTC (Arbitrum),WETH,USD Coin (Arbitrum),Ether (Arbitrum)",https://www.notion.so/Beefy-20c692aec6c340fdb06932e2147569e4,"https://www.notion.so/Wrapped-BTC-Arbitrum-3a94e1991a23447b88e7e5188f75742f, https://www.notion.so/WETH-ad6755dc09c042a5b18d5362f2b8258d, https://www.notion.so/USD-Coin-Arbitrum-ee19df9327cb4589a30303ab1ae833a0, https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6"
Beefy Tricrypto Market Making,C,0.1098,https://exponential.fi/pools/c482e260-1a4a-46ed-8426-1a6498fbf695,Beefy,"DAI,USDC,USDT.e,WBTC.e","Dai Stablecoin (Avalanche),USD Coin Avalanche Bridged,Tether USD (Avalanche),Wrapped BTC (Avalanche)",https://www.notion.so/Beefy-20c692aec6c340fdb06932e2147569e4,"https://www.notion.so/Dai-Stablecoin-Avalanche-50e5e95542d446328030694140989c60, https://www.notion.so/USD-Coin-Avalanche-Bridged-f53a8bb79e4d47c8be610da9aeeaef77, https://www.notion.so/Tether-USD-Avalanche-ab8398ee64df4afe90a3cbac6fc9859d, https://www.notion.so/Wrapped-BTC-Avalanche-077cea2b925c4e14aa44214c5da185d2"
Yearn Tricrypto Market Making,B,0.11,https://exponential.fi/pools/cdc7df19-26fa-4cc1-86f3-15dd4e5cf56b,Yearn,"WBTC,ETH,USDT","Wrapped BTC (Ethereum),Ether,Tether USD (Ethereum)",https://www.notion.so/Yearn-34a1ee33e55f4ee7b3b9a204d8508119,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c"
RageTrade Tricrypto Market Making,C,0.0997,https://exponential.fi/pools/18189010-a70d-4bbe-a142-c597dc0e65f8,Rage Trade,"WBTC,ETH,USDT","Wrapped BTC (Arbitrum),Ether (Arbitrum),Tether USD (Arbitrum)",https://www.notion.so/Rage-Trade-37e74d19b45142fe863ea17863ee1e58,"https://www.notion.so/Wrapped-BTC-Arbitrum-3a94e1991a23447b88e7e5188f75742f, https://www.notion.so/Ether-Arbitrum-618dc9ce2caf471db17711489cc652c6, https://www.notion.so/Tether-USD-Arbitrum-35225ab62f8844a5a5ded091704def40"
Curve Tricrypto Market Making,B,0.099,https://exponential.fi/pools/0ad94b32-12ba-4eb2-b104-8f1a6e069625,Curve,"USDT,ETH,WBTC","Tether USD (Ethereum),Ether,Wrapped BTC (Ethereum)",https://www.notion.so/Curve-0c7b96b2a2274fb4a869e971c604ee4f,"https://www.notion.so/Tether-USD-Ethereum-0fd710520a85406d9575e4069fa27f0c, https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73"
Balancer Tricrypto Market Making,C,0.0733,https://exponential.fi/pools/15492ed2-c1c7-4664-9e00-ad048fe74ade,Balancer,"WBTC,ETH,USDC","Wrapped BTC (PoS Polygon),Wrapped Ether (PoS Polygon),USD Coin (PoS Polygon)",https://www.notion.so/Balancer-84f749d54eef479fb6da9bfbc4aca07e,"https://www.notion.so/Wrapped-BTC-PoS-Polygon-414791a3d66e44ddaa1d9e633b4e3d59, https://www.notion.so/Wrapped-Ether-PoS-Polygon-63f36aeca52a416a8f7a6534435bc69f, https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0"
Beefy Tricrypto Market Making,C,0.0539,https://exponential.fi/pools/7ed2ddec-7935-47ae-8219-94d7bbdafff2,Beefy,"DAI,USDC,USDT,WBTC,ETH","Dai Stablecoin (PoS Polygon),USD Coin (PoS Polygon),Tether USD (PoS Polygon),Wrapped BTC (PoS Polygon),Wrapped Ether (PoS Polygon)",https://www.notion.so/Beefy-20c692aec6c340fdb06932e2147569e4,"https://www.notion.so/Dai-Stablecoin-PoS-Polygon-b008df7a3ed44f6ba265a4aebe9a58d0, https://www.notion.so/USD-Coin-PoS-Polygon-63baa480cefb4baf806172a19c7a04c0, https://www.notion.so/Tether-USD-PoS-Polygon-f7228cfada3b4c2b94e836181091cd7d, https://www.notion.so/Wrapped-BTC-PoS-Polygon-414791a3d66e44ddaa1d9e633b4e3d59, https://www.notion.so/Wrapped-Ether-PoS-Polygon-63f36aeca52a416a8f7a6534435bc69f"
Beethoven Tricrypto Market Making,D,0.0192,https://exponential.fi/pools/f0680d22-e3f3-4ab6-990b-4fa2eb3c309d,Beethoven X,"WSTETH,WBTC,USDC,DAI,USDT","Lido  wstETH,Wrapped BTC (Optimism),USD Coin (Optimism),Dai Stablecoin (Optimism),Tether USD (Optimism)",https://www.notion.so/Beethoven-X-708095aef6614b3d90e59e26d44b8fd6,"https://www.notion.so/Lido-wstETH-013ff4b9d34d4a2f94ecf5f5532421dd, https://www.notion.so/Wrapped-BTC-Optimism-d62e75786298497b88bf31e19e771af2, https://www.notion.so/USD-Coin-Optimism-e9e478f29ca149308ac4e572c9d35921, https://www.notion.so/Dai-Stablecoin-Optimism-e1f800b120b64918a14bd49e952e0b66, https://www.notion.so/Tether-USD-Optimism-08cb52b8fff64906bdfbdec9b9ef41bb"
Sommelier ETH-BTC Trend,C,3.3007,https://exponential.fi/pools/04a5338b-d74c-4015-a591-d326aa6d4bc0,Sommelier,"WBTC,ETH,USDC","Wrapped BTC (Ethereum),Ether,USD Coin (Ethereum)",https://www.notion.so/Sommelier-78ae2dc1e51d4e8aad48a1f33b17d072,"https://www.notion.so/Wrapped-BTC-Ethereum-a8a21ace393f4b1da2af0172d9694b73, https://www.notion.so/Ether-083c480c6565470385190396104819ad, https://www.notion.so/USD-Coin-Ethereum-5543257d4f2348c1ac408501694c7316"
