Name,Risk Rating (Exponential),Protocol URL (Exponential),Related Pools
Synthetix,Average,https://exponential.fi/protocols/e35cec74-9d86-4c14-b3b0-a4830e59087b,
Tarot,Watch Out,https://exponential.fi/protocols/abcf0a6a-6914-417c-baa3-270a8cbad8ae,
The Sandbox,Average,https://exponential.fi/protocols/7719a04b-cec3-4c8c-a76a-c18c19c0c4de,
THORSwap (THORChain),Watch Out,https://exponential.fi/protocols/7a79c4e1-2e9a-42d8-90eb-e2826128d5f8,
Tokemak,Average,https://exponential.fi/protocols/e7e8b05f-2aca-43f4-b067-dcd44b75010b,"https://www.notion.so/Tokemak-ETH-Market-Making-77cd6edb56cd44eeaca5099d1d451e01, https://www.notion.so/Tokemak-USD-Market-Making-9220adc5635440d0aec44ab9170833e7, https://www.notion.so/Tokemak-USD-Market-Making-8b496dd1b98746318a6298b082da23f5, https://www.notion.so/Tokemak-USD-Market-Making-278705cf85734ae898ac4d5c45f69313, https://www.notion.so/Tokemak-USD-Market-Making-86df19864a8a4b6e97aecfa782cd6861"
Trader Joe V2,Watch Out,https://exponential.fi/protocols/9a272192-1cbf-43ad-a563-92e52d54d753,"https://www.notion.so/Trader-Joe-V2-USD-Market-Making-b737b3ac9c76475fb98705f9b8bb0de5, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-04e48f565dfc47568aa6e4c3cae9cfbc, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-f63cbad0b34c426aa8bdc2d8b44d3cfd, https://www.notion.so/Trader-Joe-V2-BTC-Market-Making-a8d88b34fa014ac292cdd46d399152a5, https://www.notion.so/Trader-Joe-V2-AVAX-Market-Making-a8f83621e1054360a33c4276541358f1, https://www.notion.so/Trader-Joe-V2-USD-Market-Making-fbd53ffd1a5a4539a17cf287abff7f35"
TrueFi,Watch Out,https://exponential.fi/protocols/9da806a7-c92c-40f6-a954-023463fec726,"https://www.notion.so/TrueFi-USD-Lending-892c15d144834517bd5d9766193e8c0a, https://www.notion.so/TrueFi-USD-Lending-ba1fa24a1d4c4ce7a54ff207fe45b5a5"
Tulip,Watch Out,https://exponential.fi/protocols/89bc7258-e0c0-4aa7-b28c-7f4fa6faeaa9,
Umami,Watch Out,https://exponential.fi/protocols/50b49910-8914-485c-b490-a048a5b8a219,https://www.notion.so/Umami-Staking-96de261ee9d94fe594400f906ddc2c8b
UwU,Watch Out,https://exponential.fi/protocols/bdf71040-0a05-48ee-a50b-87b7b621c852,"https://www.notion.so/UwU-USD-Lending-2dc69ce9a56f43f09233fdee029ffa90, https://www.notion.so/UwU-USD-Lending-513f5d9a6725429cb65ef07a9a8788a7, https://www.notion.so/UwU-USD-Lending-69957c7a21a14c52afbcbd3a58288b8b, https://www.notion.so/UwU-SIFU-Lending-c449d51b2b7549c3abac97d3ee212966"
Vector,Watch Out,https://exponential.fi/protocols/43e957cf-66f3-4d0a-a4f0-acad770e6a04,
Velodrome,Watch Out,https://exponential.fi/protocols/5d39245d-43f1-4ab5-bb63-e3c90998a03c,https://www.notion.so/Velodrome-EUR-USD-Market-Making-f0eba038d77e4cbaa1a57850471a9dc1
Venus,Average,https://exponential.fi/protocols/040480c4-dfaa-4096-a57a-5fc4def2f106,"https://www.notion.so/Venus-BTC-Lending-de8a89ad745f4b2a9422f1e50358b8ac, https://www.notion.so/Venus-USD-Lending-9817781997084757b5516b0dbb45a3b4, https://www.notion.so/Venus-USD-Lending-3ff03a5224694f2e84ccc5482aa46828, https://www.notion.so/Venus-USD-Lending-5efe617dfda54f79b2ef30e6950857b2, https://www.notion.so/Venus-ETH-Lending-9159b640e70d4a6facfdb26d082af173"
Vires,Watch Out,https://exponential.fi/protocols/7cb67bfb-abac-4a8d-b1e6-caccd53b88f6,https://www.notion.so/Vires-USD-Lending-7ff8ceae877141bfb6aaa65bbf6719cd
Votium,Watch Out,https://exponential.fi/protocols/a680cb9e-a0e1-4d83-a465-607ade75fadd,
VVS,Watch Out,https://exponential.fi/protocols/150b0ecb-638e-454e-950e-5f3fdcd305bb,https://www.notion.so/VVS-USD-Market-Making-00695850c8364e87aa6d087369e0b948
Wombat,Watch Out,https://exponential.fi/protocols/a2e10767-4108-4cab-b546-99cf74d949ae,"https://www.notion.so/Wombat-USD-Market-Making-fc7e5ba75ff141eeb50c1ea94a1e58ce, https://www.notion.so/Wombat-USD-Market-Making-adbe748d0a12436ab1c688b8fc3e79f1, https://www.notion.so/Wombat-USD-Market-Making-43070db9a9a94f83a024f1df413cb95a, https://www.notion.so/Wombat-USD-Market-Making-f9e4c2d57ea4401c8fd5a40b440a1b21, https://www.notion.so/Wombat-USD-Market-Making-e1792e30777e4a2f9ef627c85cefaffc, https://www.notion.so/Wombat-BNB-Market-Making-ef20402ac39b48d7a29246e6fc580975, https://www.notion.so/Wombat-BNB-Market-Making-e5810d801f314d0d900d0d5199dfa710"
WOOFi Earn,Watch Out,https://exponential.fi/protocols/cbfcbc93-6f04-435c-be7f-60be102185cf,"https://www.notion.so/WOOFi-USD-Staking-3f5547c35d1e47989d2156682eedfa26, https://www.notion.so/WOOFi-BNB-Staking-01bd10bdd127464d975aed3c8defaaf2, https://www.notion.so/WOOFi-ETH-Staking-87dfc0ce820845efb3074c5221a20308, https://www.notion.so/WOOFi-OP-Staking-74a352c682d64e98b74b1acd06cb76ea, https://www.notion.so/WOOFi-AVAX-Staking-aa4a9db7988445f19a117dc3153b2210"
xDai Bridge,Average,https://exponential.fi/protocols/2da188bc-968d-4298-b8e8-2327d8a022b7,
Y2K,Watch Out,https://exponential.fi/protocols/78df4e57-6590-49a0-b24b-1336831de149,
Yeti,Watch Out,https://exponential.fi/protocols/f4194625-8f69-4cdc-ae77-185cc82c0e4c,
Yield Protocol,Watch Out,https://exponential.fi/protocols/aa11da42-a185-4aec-8bb0-9b825a170e92,
State.link,Watch Out,https://exponential.fi/protocols/b6bda1af-0ec0-4489-bd77-b0b9500da1e5,https://www.notion.so/stake-link-LINK-Staking-53b1cea73ef044be813fe1867abd4d20
DeFiChain Dex,,,"https://www.notion.so/DeFiChain-USD-Market-Making-da1d3f809e0d492fbc36b9f2b8ecb732, https://www.notion.so/DeFiChain-USD-Market-Making-18f47f6cf3d34b0ebd36c9591bb401cd, https://www.notion.so/DeFiChain-BTC-DFI-Market-Making-2ac6a2784853481cbf482439b6ea0974, https://www.notion.so/DeFiChain-ETH-DFI-Market-Making-1b44bd09f0494624a67ae787f7f2ce8f, https://www.notion.so/DeFiChain-DFI-USD-Market-Making-8c3e56df8d96418fa75b1573289147d0, https://www.notion.so/DeFiChain-DFI-USD-Market-Making-a7b66376dead4c288db2f6214aa38ccf, https://www.notion.so/DeFiChain-DFI-USD-Market-Making-e95494ab283b43638ca87d79ed273f78"
Marinade,,,https://www.notion.so/Marinade-SOL-Staking-00864de0161241a2b3680b532778a54c
Stader sFTMX,,,https://www.notion.so/Stader-FTM-Staking-798db6fa8bd147e787b9a84aff8c45fe
Benqi Liquid Staking,Average,https://exponential.fi/protocols/590a5c3e-d007-4e0f-88c9-6a05c77fbe2d,https://www.notion.so/Benqi-AVAX-Staking-a91d8131e0d34ca1b4a976aa74df6211
Uniswap v2,,,"https://www.notion.so/Uniswap-ETH-USD-Market-Making-7e8d7cc9ac0a44768cb93b28653e715f, https://www.notion.so/Uniswap-ETH-USD-Market-Making-3bed3b1ff0ac4a379a6fc88053de5d87"
Aave V2,,,"https://www.notion.so/Aave-BTC-Lending-e255495661094829849923e7ee635d3a, https://www.notion.so/Aave-USD-Lending-legacy-v2-2ec662373921479090e94bd8156d794e, https://www.notion.so/Aave-AVAX-Lending-legacy-v2-f78a00b685c848da8b53c7a0817958d7, https://www.notion.so/Aave-USD-Lending-db31611a96eb48c9a8e24b2d961769d2, https://www.notion.so/Aave-USD-Lending-legacy-v2-ee52e01235554d74b812a22739ce90f8, https://www.notion.so/Aave-ETH-Lending-f879b6720f2c4cdb97834876b46cb79b, https://www.notion.so/Aave-USD-Lending-39fb9beed116426a8202a7c09216dfd9, https://www.notion.so/Aave-USD-Lending-5b10459b8887475fbfb48f7a85f8db81, https://www.notion.so/Aave-AAVE-ETH-Staking-56b26844758244a69ac8bd385136c4de, https://www.notion.so/Aave-AAVE-Staking-6018780e9a9045c3becd2d7070bb94e5, https://www.notion.so/Aave-USD-Lending-f0925f15d6f04ec79d304ae4c5f4ed3d"
3xcaliSwap,Watch Out,https://exponential.fi/protocols/7c0a37b4-7f97-4406-90f5-a41c408ed0ce,"https://www.notion.so/3xcaliSwap-USD-Market-Making-a06442016b834a0aa01c36240cdbfdc2, https://www.notion.so/3xcaliSwap-USD-Market-Making-eb7a61e82b154f1ca9bb7c34a24184bf, https://www.notion.so/3xcaliSwap-USD-Market-Making-3a2e669008ca4e71bde4a4d60779d918, https://www.notion.so/3xcaliSwap-ETH-Market-Making-abe91ce5ce8f4e03a56cd7446367839b, https://www.notion.so/3xcaliSwap-USD-Market-Making-c2de793ab5194f3dbaa04f83bd7cf5af"
